"","departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"1121","NIÈVRE","TACONNAY","Farm","TACONNAY",47.3,3.483333,"14/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1122","CHARENTE","SURIS","Farm","SURIS",45.85,0.633333,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1123","INDRE","Azay-le-Ferron","Farm","Azay-le-Ferron",46.85,1.066667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1124","MANCHE","Montmartin-en-Graignes","Farm","Montmartin-en-Graignes",49.283333,-1.15,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1125","VIENNE","BRIGUEIL-LE-CHANTRE","Farm","BRIGUEIL-LE-CHANTRE",46.4,1.083333,"15/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1126","SEINE-MARITIME","LES TROIS-PIERRES","Farm","LES TROIS-PIERRES",49.55,0.416667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1127","HAUTE-VIENNE","BESSINES-SUR-GARTEMPE","Farm","BESSINES-SUR-GARTEMPE",46.1,1.366667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1128","CÔTE-D'OR","Hauteroche","Farm","Hauteroche",47.5,4.583333,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1129","MANCHE","Prétot-Sainte-Suzanne","Farm","Prétot-Sainte-Suzanne",49.316667,-1.416667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1130","HAUTE-VIENNE","BUSSIERE-BOFFY","Farm","BUSSIERE-BOFFY",46.05,0.85,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1131","HAUTE-VIENNE","LE DORAT","Farm","LE DORAT",46.216667,1.083333,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1132","INDRE","GARGILESSE-DAMPIERRE","Farm","GARGILESSE-DAMPIERRE",46.516667,1.6,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1133","MANCHE","Le Mesnilbus","Farm","Le Mesnilbus",49.133333,-1.35,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1134","NIÈVRE","SARDY-LES-EPIRY","Farm","SARDY-LES-EPIRY",47.183333,3.7,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1135","CHARENTE","LUSSAC","Farm","LUSSAC",45.4667,-0.4833,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1136","CHARENTE","Pleuville","Farm","Pleuville",46.1,0.5,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1137","CÔTE-D'OR","Veuvey-sur-Ouche","Farm","Veuvey-sur-Ouche",47.183333,4.716667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1138","MANCHE","OCTEVILLE","Farm","OCTEVILLE",49.616667,-1.65,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1139","INDRE","Prissac","Farm","Prissac",46.516667,1.316667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1140","HAUTE-VIENNE","ROUSSAC","Farm","ROUSSAC",46.083333,1.2,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1141","INDRE","ORVILLE","Farm","ORVILLE",47.183333,1.75,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1142","MANCHE","Hambye","Farm","Hambye",48.95,-1.266667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1143","HAUTE-VIENNE","BLANZAC","Farm","BLANZAC",46.133333,1.116667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1144","HAUTE-VIENNE","LUSSAC-LES-EGLISES","Farm","LUSSAC-LES-EGLISES",46.35,1.183333,"15/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1145","HAUTE-VIENNE","SAINT-BARBANT","Farm","SAINT-BARBANT",46.166667,0.85,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1146","HAUTE-VIENNE","RANCON","Farm","RANCON",46.133333,1.183333,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1147","MANCHE","La Haye-du-Puits","Farm","La Haye-du-Puits",49.3,-1.55,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1148","LOIRET","SAINT-MAURICE-SUR-AVEYRON","Farm","SAINT-MAURICE-SUR-AVEYRON",47.85,2.933333,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1149","MANCHE","Le Mesnil-Raoult","Farm","Le Mesnil-Raoult",49.033333,-1.066667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1150","ORNE","LA COURBE","Farm","LA COURBE",48.75,-0.183333,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1151","PAS-DE-CALAIS","BERCK","Farm","BERCK",50.383333,1.616667,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1152","ALLIER","VAUX","Farm","VAUX",46.425,2.6,"15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1153","MOSELLE","CHARLEVILLE-SOUS-BOIS","Farm","CHARLEVILLE-SOUS-BOIS",49.183333,6.416667,"16/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1154","ARDENNES","NEUVILLE-LEZ-BEAULIEU","Farm","NEUVILLE-LEZ-BEAULIEU",49.9,4.283333,"16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1155","HAUTE-MARNE","CHAMPSEVRAINE","Farm","CHAMPSEVRAINE",47.8,5.433333,"16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1156","ALLIER","BUXIERES-LES-MINES","Farm","BUXIERES-LES-MINES",46.466667,2.966667,"16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1157","OISE","MENEVILLERS","Farm","MENEVILLERS",49.516667,2.6,"16/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1158","SEINE-MARITIME","GODERVILLE","Farm","GODERVILLE",49.65,0.366667,"16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1159","HAUTE-VIENNE","BALLEDENT","Farm","BALLEDENT",46.116667,1.216667,"16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1160","MEUSE","RESSON","Farm","RESSON",48.766667,5.233333,"17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1161","CÔTE-D'OR","MILLERY","Farm","MILLERY",47.5172,4.3137,"17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1162","AISNE","FONTENELLE","Farm","FONTENELLE",50.033333,3.866667,"17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1163","AUBE","Bossancourt","Farm","Bossancourt",48.283333,4.6,"17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1164","PAS-DE-CALAIS","DELETTES","Farm","DELETTES",50.616667,2.2,"17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1165","SOMME","AULT","Farm","AULT",50.1,1.45,"17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1166","INDRE","PRISSAC","Farm","PRISSAC",46.516667,1.316667,"17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1167","MAINE-ET-LOIRE","BEGROLLES-EN-MAUGES","Farm","BEGROLLES-EN-MAUGES",47.15,-0.933333,"17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1168","ARDENNES","LA FEREE","Farm","LA FEREE",49.75,4.3,"18/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1169","CHARENTE","SAINT-MAURICE-DES-LIONS","Farm","Saint-Maurice-des-Lions",45.966667,0.7,"18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1170","PAS-DE-CALAIS","MONTCAVREL","Farm","MONTCAVREL",50.516667,1.8,"18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1171","HAUTE-MARNE","HAUTE-AMANCE","Farm","HAUTE-AMANCE",47.9,5.516667,"18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1172","HAUTE-VIENNE","PAGEAS","Farm","PAGEAS",45.683333,1,"18/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1173","EURE-ET-LOIR","LA MANCELIERE","Farm","LA MANCELIERE",48.65,0.983333,"18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1174","CALVADOS","LE PIN","Farm","LE PIN",49.216667,0.333333,"18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1175","CHARENTE","ABZAC","Farm","ABZAC",46.1,0.7,"18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1176","MEUSE","BRIXEY-AUX-CHANOINES","Farm","BRIXEY-AUX-CHANOINES",48.466667,5.716667,"19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1177","MARNE","CRUGNY","Farm","CRUGNY",49.25,3.733333,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1178","AIN","SAINT-ANDRE-LE-BOUCHOUX","Farm","SAINT-ANDRE-LE-BOUCHOUX",46.116667,5.083333,"19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1179","MEURTHE-ET-MOSELLE","BAINVILLE-SUR-MADON","Farm","BAINVILLE-SUR-MADON",48.583333,6.083333,"19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1180","CHER","LE CHATELET","Farm","LE CHATELET",46.633333,2.283333,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1181","CHER","SAINT-HILAIRE-EN-LIGNIERES","Farm","SAINT-HILAIRE-EN-LIGNIERES",46.733333,2.166667,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1182","CÔTE-D'OR","LA ROCHE-VANNEAU","Farm","LA ROCHE-VANNEAU",47.466667,4.533333,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1183","GIRONDE","CABANAC-ET-VILLAGRAINS","Farm","CABANAC-ET-VILLAGRAINS",44.6,-0.55,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1184","HAUTE-VIENNE","CHATEAUPONSAC","Farm","CHATEAUPONSAC",46.133333,1.283333,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1185","LOIRET","NIBELLE","Farm","NIBELLE",48.016667,2.333333,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1186","MAINE-ET-LOIRE","SAINT-LEGER-SOUS-CHOLET","Farm","SAINT-LEGER-SOUS-CHOLET",47.1,-0.916667,"19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1187","INDRE-ET-LOIRE","SAINT-HIPPOLYTE","Farm","SAINT-HIPPOLYTE",47.05,1.1,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1188","MANCHE","BRICQUEBEC","Farm","BRICQUEBEC",49.466667,-1.633333,"19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1189","HAUTE-VIENNE","NANTIAT","Farm","NANTIAT",46.016667,1.183333,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1190","CHER","SAINT-HILAIRE-EN-LIGNIERES","Farm","SAINT-HILAIRE-EN-LIGNIERES",46.733333,2.166667,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1191","CHARENTE","MASSIGNAC","Farm","MASSIGNAC",45.783333,0.65,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1192","INDRE","MONTCHEVRIER","Farm","MONTCHEVRIER",46.483333,1.75,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1193","MANCHE","SAINT-BRICE","Farm","SAINT-BRICE",48.7,-1.3167,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1194","MEUSE","MANDRES-EN-BARROIS","Farm","MANDRES-EN-BARROIS",48.5,5.383333,"20/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1195","HAUTE-VIENNE","CROMAC","Farm","CROMAC",46.35,1.3,"20/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"1196","MEURTHE-ET-MOSELLE","OZERAILLES","Farm","OZERAILLES",49.233333,5.85,"20/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1197","SOMME","LIGNIERES-CHATELAIN","Farm","LIGNIERES-CHATELAIN",49.766667,1.866667,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1198","ARDENNES","MONTMEILLANT","Farm","MONTMEILLANT",49.683333,4.333333,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1199","HAUTE-VIENNE","LA CROIX-SUR-GARTEMPE","Farm","LA CROIX-SUR-GARTEMPE",46.166667,0.983333,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1200","VOSGES","HOUECOURT","Farm","HOUECOURT",48.3,5.9,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1201","VIENNE","PRESSAC","Farm","PRESSAC",46.116667,0.566667,"20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1202","VIENNE","MIRECOURT","Farm","MIRECOURT",48.3,6.133333,"21/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1203","CHARENTE","ESSE","Farm","ESSE",46.033333,0.716667,"21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1204","CHARENTE","BRIGUEUIL","Farm","BRIGUEUIL",45.95308,0.85879,"21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1205","CHER","MORLAC","Farm","MORLAC",46.716667,2.316667,"21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1206","LOIRET","COMBREUX","Farm","COMBREUX",47.95,2.3,"21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1207","PYRÉNÉES-ATLANTIQUES","ORDIARP","Farm","ORDIARP",43.183333,-0.933333,"21/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"1208","SAÔNE-ET-LOIRE","ANOST","Farm","ANOST",47.066667,4.1,"21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1209","MEURTHE-ET-MOSELLE","AFFLEVILLE","Farm","AFFLEVILLE",49.266667,5.766667,"21/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1210","CÔTE-D'OR","MARCHESEUIL","Farm","MARCHESEUIL",47.15,4.35,"21/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1211","CÔTE-D'OR","SAINT-JEAN-DE-BOEUF","Farm","SAINT-JEAN-DE-BOEUF",47.216667,4.75,"22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1212","AISNE","CRECY-SUR-SERRE","Farm","CRECY-SUR-SERRE",49.7,3.616667,"22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1213","NORD","REUMONT","Farm","REUMONT",50.083333,3.483333,"22/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1214","VIENNE","PRESSAC","Farm","PRESSAC",46.116667,0.566667,"22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1215","PAS-DE-CALAIS","AVROULT","Farm","AVROULT",50.633333,2.15,"22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1216","MANCHE","REMILLY-SUR-LOZON","Farm","REMILLY-SUR-LOZON",49.183333,-1.25,"22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1217","YONNE","PROVENCY","Farm","PROVENCY",47.55,3.95,"22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1218","OISE","SARNOIS","Farm","SARNOIS",49.683333,1.9,"23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1219","AIN","CHAVEYRIAT","Farm","CHAVEYRIAT",46.183333,5.066667,"23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1220","SARTHE","LA SUZE-SUR-SARTHE","Farm","LA SUZE-SUR-SARTHE",47.9,0.033333,"23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1221","LOIR-ET-CHER","CHEMERY","Farm","CHEMERY",47.35,1.466667,"23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1222","NORD","BLARINGHEM","Farm","BLARINGHEM",50.7,2.4,"23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1223","CALVADOS","GONNEVILLE-EN-AUGE","Farm","GONNEVILLE-EN-AUGE",49.266667,-0.183333,"23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1224","AUBE","ORMES","Farm","ORMES",48.55,4.116667,"23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1225","NORD","WANNEHAIN","Farm","WANNEHAIN",50.566667,3.266667,"23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1226","SEINE-MARITIME","GRAND-CAMP","Farm","GRAND-CAMP",49.558333,0.591667,"23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1227","CÔTE-D'OR","VANDENESSE-EN-AUXOIS","Farm","VANDENESSE-EN-AUXOIS",47.216667,4.6,"23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1228","NORD","MONTIGNY-EN-CAMBRESIS","Farm","MONTIGNY-EN-CAMBRESIS",50.1,3.416667,"23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1229","INDRE","LIGNAC","Farm","LIGNAC",46.466667,1.216667,"23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1230","PAS-DE-CALAIS","DIEVAL","Farm","DIEVAL",50.433333,2.45,"24/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1231","HAUTE-VIENNE","FEYTIAT","Farm","FEYTIAT",45.8,1.333333,"24/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1232","NORD","LE CATEAU-CAMBRESIS","Farm","LE CATEAU-CAMBRESIS",50.1,3.583333,"24/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1233","SEINE-MARITIME","SAINT-LEONARD","Farm","SAINT-LEONARD",49.75,0.366667,"24/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1234","HAUTE-MARNE","CHAMPSEVRAINE","Farm","CHAMPSEVRAINE",47.7468,5.5502,"24/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1235","AISNE","PREMONT","Farm","PREMONT",50,3.383333,"25/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1236","HAUTE-VIENNE","MAGNAC-LAVAL","Farm","MAGNAC-LAVAL",46.216667,1.166667,"25/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
